"review_id","company","product","review_text","sentiment_label"
"2ndSonoftheSun","Amazon","Electronics","Great product It's been very helpful around the house and I now plan on buying dots to place in certain sections of my house.","very positive"
"Len Burroughs","Amazon","Electronics","Two Stars very overpriced!","somewhat negative"
"MAM17","Amazon","Electronics","Fun (when it worked) We returned this item after 2 weeks. It took a lot of repeated request to get it to listen to us and it just wasn't as easy to use as I thought it would be.","somewhat negative"
"Ed70joe","Amazon","Electronics","Great This is a great amazon fire tablet for kids highly recommend","somewhat positive"
"Angie85","Amazon","Electronics","Not really a good tablet! It started cutting off and on by itself!!! Its like it had a mind of its own!!!","very negative"
"silverbulletss","Amazon","Electronics","Good tablet for kids Good tablet for younger kids as it keeps them occupied in many ways.and great learning tool.","somewhat positive"
"Scooper","Amazon","Electronics","Subscribe or Nothing Works This device plays on the fact that you must subscribe to their stuff or this is just a empty cylinder that tells you the weather and that's it. And even then there is a subscription required for everything. Google Home at least plays general music lists and a number of other key actions.","very negative"
"rledogar","Amazon","Electronics","Disappointed Asked a Bestbuy employee if I could connect to my library. He told me yes so I bought the Kindle. When I got it home, found out that downloading books from my library was not an option, so I returned Kindle.","very negative"
"DMcKay","Amazon","Electronics","Dissatisfied I have been a kindle user for years and I expect a certain level of quality. This version falls short. Constantly freezes.","somewhat negative"
"NTKramer","Amazon","Electronics","Love it I use this hours a day. Whether it is for listening to spotify or turning on a wemo-device, the battery life, sound quality, and voice recognition is great.","very positive"
"Diamond Girl","Amazon","Electronics","Not an Impressive Case One person found this helpful. Was this review helpful to you Yes No Not the best case Amazon has ever put out! I have a number of other Amazon brand Kindle and Kindle Fire cases for my various Kindle devices and this is the least effective of the bunch. It doesn't stand in any position, so I can't use my 6 hands free. It also doesn't line up properly when closed, so the Fire seems to come out of sleep mode, thus draining the battery more quickly. And finally, I have discovered that I do prefer the leather covers over whatever material this is made from. I understand that the cost of a leather case would probably be half the cost of the Kindle Fire HD 6...not that this case was any bargain at 30!!","somewhat negative"
"JohnnyY","Amazon","Electronics","GreatPortableAndLight:BUT,LackingKnownSoftware I was unaware that it did not Have the Google Play Store or any formidable Stores to choose from! Amazon has to many App Stores it would seem. I get turned Around sorta Speak.... Due to the fact that i am unfamiliar with your Services. I am Learning Day to Day, I just Like to hit the Ground Running! But thank you for your time and Sharing these devices and making them readily Available to the General Public! Thank You, Johnny Young","somewhat negative"
"Sheri","Amazon","Electronics","Great price My 8 year old loves this so much to do on it. She enjoys reading on it play games .","somewhat positive"
"Beachboy34","Amazon","Electronics","Some Neat Features Gift for mom. didn't know if she would use it. Seems to be useful and makes it easy for her to listen to music. Also helps with weather, jokes tend to be corny. Hasn't used it to order anything. Got one for other family members and they seem to use it too.","somewhat positive"
"Carlos","Amazon","Electronics","It nice We bought the tablet for our kid and it actually is good for her.","somewhat positive"
"Jeepster","Amazon","Electronics","Good Bluetooth speaker Has a very good Bluetooth speakers sound quality is good but otherwise she's pretty useless when it comes to get answering questions","very negative"
"cmo1275","Amazon","Electronics","Alexa works great it not only is s speaker but also integrates many of the other applications that make your home easier and convenient. so far i have had this echo for aver a month and i am very satisfied with the product.","somewhat positive"
"Jamied84","Amazon","Electronics","Great for listening to my podcasts I would definitely recommend. It's great for every day use.","somewhat positive"
"Keisha","Amazon","Electronics","Tablet The product was in good condition and my child enjoyed it","very positive"
"JimHoam","Amazon","Electronics","Good for kids The processor was so slow. It took about five minutes to load a five minute YouTube video with 50 Mb/min. Internet.","somewhat negative"
"Fred","Amazon","Electronics","Hard to understand communication problems I don't recommended if you are using Apple products","somewhat negative"
"Drdrea05","Amazon","Electronics","Kids love Easy to use. Easy to download games. Kids love the color options.great for school work.","very positive"
"Proffessor","Amazon","Electronics","Decent if you have money to burn It's a fun little toy but lacks practicality. In order to make it user friendly, I recommend a battery for it. You will also need Amazon prime in order for the music to play worth a darn. Otherwise you will be stuck searching through your phone for your song.","neutral"
"mspittman","Amazon","Electronics","Small and sleek Easy to use. Great size. Great price. Easy to navigate.","somewhat positive"
"GIGI","Amazon","Electronics","Bought as gift I bought this as a gift for my son and his wife. I rhougjt with having a young baby at home and their hands always full it would come in handy. They liked the idea but after doing their own review search, decided it wasn't for them.","neutral"
"Jenn","Amazon","Electronics","Watching videos, great..then.. My Hulu plays perfectly..great volume. Kindle starts right up so I'm able to read fine. However, when I'm on Facebook and click on an article to read, it goes to the page, and within 30 seconds, the page closes. Sometimes Facebook app won't even load. I find it blanking in and out and not showing some icons at times. I haven't dropped it so I'm assuming this is an internal problem :( I have tried playing a couple games and it will say that I need the Amazon app where I go to purchase stuff, which I already have...then it closes out saying ERROR. I wish I could replace for a new one.","somewhat negative"
"Roni","Amazon","Electronics","It's OK...it's no android I thought I would get the fire as a back up tab for my grand daughters. Well, in my opinion it's a little more confusing to navigate around than just a plain android tablet. So if, like me you are an android lurana566, this is a bit different to operate.","neutral"
"MichelleV","Amazon","Electronics","Really great basic tablet i bought this tablet because I didn't want to spend over a 100$ on a tablet that would not get much use. I use it mostly to read books and articles online. It has a brightness reducing function which is really great.","very positive"
"AriKK40","Amazon","Electronics","Kindle Fire I was looking for a Kindle Fire because I have had other android tablets in the past and most times the Kindle app makes them crash or takes up too much space on the tablet. I like it for reading but it isn't as great for other things and you are not allowed to have the Google Play store on it because that competes with the Amazon app store. However, not all apps are available on the Amazon app store so this was an immediate drawback for me. I will keep this and use it but in the future I will not buy Kindle tablets again.","neutral"
"JCGraterol","Amazon","Electronics","To the trash Didn't work more that 4 months. Don't waste your money.","very negative"
"yuni","Amazon","Electronics","Good This tablet is easy to use but if you need to use play store, so I don't recommended because it doesn't have","somewhat negative"
"Jeremy","Amazon","Electronics","great tablet got this for my mom and she loves it. easy to work","very positive"
"Jenn","Amazon","Electronics","Okay tablet for the price Works okay for what we paid. Not super speedy, quality is a little grainy as well","neutral"
"DUNKERDOGNUTS","Amazon","Electronics","Amazonian Kindle for $35 Killer deal I couldn't pass this one up for the money. Buy them for your kids so they can stay occupied for hours and get fat.","somewhat positive"
"Billsmafia716","Amazon","Electronics","Serviceable Works well enough but is outstanding for the price, just be wary of the operating system you could poetically download an android emulator that would make this a 4/5 instantly","neutral"
"Cosmokramer","Amazon","Electronics","I enoy talking to Alexa The music and weather reports are terrific in addition to everything else.","very positive"
"Connie","Amazon","Electronics","Disappointed Loved my husbands 4th generation disappointed in my 5th generation. 4th generation has 2 speakers and sound is much louder than the current 5th generation. I purchased this expecting the same quality in sound, or better, since I use the kindle to watch my TV shows.","somewhat negative"
"MaizeNBlue","Amazon","Electronics","Tablet for the kiddo Wanted something with a kids mode on it so we could limit time and content. This works. Saw it for a really low price so couldn't resist otherwise we would have gotten the padded kids version.","somewhat positive"
"Curtis","Amazon","Electronics","Great for kids If you are buying it is a great price. To buy for you kids . They should come with a case for same price.","neutral"
"Photoflame82","Amazon","Electronics","Not what we should have bought We got this for our son. He is always wanting to play on Mom's tablet so we thought this would be a good choice. His aunt does a lot of tech shopping and bought this same one for his sister so we got the same one. Within a month the charging cord on both units quit working and shortly after that the ports became squirly so you have to hold them just right or they don't charge. Save your money and get a more expensive but better quality product.","very negative"
"Baslaw","Amazon","Electronics","Amazon Tablet Nice tablet for children - Works well as a gift for the price","somewhat negative"
"howbob","Amazon","Electronics","Great for reading in bed at night! The night reading light works great. I don't keep my husband up with a lamp on. It is so easy to order books on line and it gives me new authors that I wouldn't have known about.","somewhat positive"
"digger357","Amazon","Electronics","Ok for the money but wouldnt do it over. Slow with limited application. Battery doesn't last long and the download speed is less than expected.","somewhat negative"
"Roytoy","Amazon","Electronics","Easy to use! I love the ease of set up and how simple it is to use to get to or find what I need!","very positive"
"RockStar10","Amazon","Electronics","Great tablet for Kids My son loves this tablet. I would recommend for kids under teenage age. Great display, not much storage but can add SD card.","somewhat positive"
"Moodyj69","Amazon","Electronics","Whole family loves it! Easy to setup through the Alexa app. My wife uses to play music for her daycare children and my 8yr old daughter uses it none stop. Fun to ask silly questions to.","very positive"
"QDizzle","Amazon","Electronics","Not bad for the price Bought two of these tablets for my stepson and mother-in-law for Christmas. Not bad items for the price. Basic tablets,basic features, nothing special about them. They use them for connecting to the internet, playing games and watching movies. This tablet does this well on wi-fi. I expect them to perform well for the next couple of months.","neutral"
"Alfandfara","Amazon","Electronics","Alexa Alexa works pretty good if your Internet provides enough service for you.","somewhat positive"
"Buyer","Amazon","Electronics","No more cable! This box will replace cable, food and water. If it didn’t need power, I’d live for free!","very positive"
"Hope","Amazon","Electronics","Good purchase Bought this for my 3 year old and it is great. Wish it had a bit more storage but overall very happy with my purchase.","somewhat positive"
"Marlenaasmith","Amazon","Electronics","Great tablet for the price The first kindle I purchased only worked for a week. Thankfully, Best Buy did a full return. This one works like a charm! My kids love it!","somewhat positive"
"Gabby","Amazon","Electronics","Best pound for pound tablet This tablet serves its purpose as my primary reader and mini computer on the go. Size is good, picture is clear, and the volume isn't bad for media either. Thumbs up","very positive"
"TJMilw","Amazon","Electronics","Great tablet for kids! We love the FreeTime settings for kids on the newer Kindle Fires. I was able to create a login for each of our kids as well as myself and set limits to the amount of device time they are allowed daily (can set to more for weekends if desired). You can set the age restrictions for content also, to avoid inappropriate ads, etc. Once you've downloaded apps, you can choose which ones you want each child to have access to in their profile settings, so if one child is older you can allow them access to something their younger siblings shouldn't have. Basically, I like that I can set their access rights and know they're safe so I don't have to continually monitor every moment. By the way, FreeTime kids settings are available without having to subscribe to their FreeTime app access plan. :)","very positive"
"Lacey","Amazon","Electronics","Lacey Good tablet for the money. Would purchase again. Very fast","somewhat positive"
"Josh","Amazon","Electronics","Its not recognizing lot of sentences.Lot toimprove Product was damaged. Needs lot of improvement on the API's.","very negative"
"Dv15","Amazon","Electronics","Small compact easy to carry The Version with the light is the way to go. A case is a must the screen can easily be scratched. over works as intended","neutral"
"DRock","Amazon","Electronics","Great gift for kids. My kids loved it. They use it daily. I would recommend to any parent.","somewhat positive"
"PAMMAP","Amazon","Electronics","NOT AS GREAT AS I THOUGHT IT WOULD BE It has what i wanted click to turn page and that is the only reason i paid that price for it. there is nothing special about it. i thhought that the battery would last longer and as an avid reader it doesn't last long enough.","neutral"
"JohnnyNC","Amazon","Electronics","Works great, just small This tablet does what it supposed to do, however, if you have one of the newer smart phones with a large screen there just isn't enough difference in the screen size to justify a second piece of equipment.","neutral"
"Lucifinn52","Amazon","Electronics","Kindle paperwhite is great I already had a kindle paperwhite but wanted to upgrade a bit","very positive"
"Anil","Amazon","Electronics","If u r seriously a book lover Don't buy this if u don't read books also very rarely read the book","somewhat negative"
"frank","Amazon","Electronics","Could not get it to work. Had to return it Had all kinds of problems in registering it and getting it to work Had Customer service from Best Buy, Amazon and my internet provider trying to help, but to no avail.","somewhat negative"
"AlonzoSelvin","Amazon","Electronics","Good It gets the job done...................Great to buy......","neutral"
"averagejoe","Amazon","Electronics","Good value For the price you have to deal with a lot of pre-loaded stuff, but it is a great price for a capable tablet.","somewhat positive"
"Unhappy","Amazon","Electronics","Unable to use it I bought the kindle fire 8 for my husband and I to use. Neither one of us have been able to figure out how to use it. Every time we open it advertisements pop up. And we just try buttons to remove it. We cannot get it to rotate for our puzzles. Just too complicated to use and to navigate around. I will be returning it. We have an iPad and it's much easier.","very negative"
"BL17","Amazon","Electronics","Must have wi fi I don't have wi fi. so I can't use the device. I'm returning it. I wanted something that my father could use as an e reader. I thought I would be able to download books via my computer using the usb cable. You can't do this unless you are registered. You cannot register unless you have wi fi. Amazon needs to fix this. This is a major flaw.","very negative"
"ColleenNH","Amazon","Electronics","Extremely slow This device is OK for reading or listening to audiobooks via Overdrive app. Wouldn't recommend it though really. Waited to buy Kindle for years. Would suggest doing research before buying this device.","very negative"
"Atticus","Amazon","Electronics","Only good for your pocket. Just got this as a Christmas gift and it doesn't stand.. Nothing to secure it to make it stand.. You can get it to stand maybe to watch a video, but don't touch it. It will fall down easily. Certainly don't stand it and actually use your Fire HD6 with this cover.. You can't.. Falls right over. I feel really badly for the special person that bought me this. Waste of money. I had already bought my own cover, for a lot cheaper, that has more shock protection and that one won't stand on end, but at sits securely at a tilt which makes it more useful for me. The cheaper one I bought on Amazon also has a magnetic closer to the cover stays closed. This one does not. Not sure how to tell the person who bought me this that I don't like this one at all. I'll feel bad telling them, and they'll feel bad hearing it. Bad all around.","very negative"
"Jayman59","Amazon","Electronics","Unnecessary Gadget Purchase the echo with my Vivint system because sales person pushed the product stating it would enhance the Vivint capabilities. Not really so...it's a nice gadget for music and putting together shopping lists and to-do lists, but not really something we needed. In addition, not enough apps that work with it.","somewhat negative"
"TJhigh","Amazon","Electronics","You get what you pay for. I had originally decided to get a kindle instead of an iPad due to the cost. It's a great screen and has good sound, but the battery is pure junk! I should have went with an iPad.","somewhat negative"
"Nomi","Amazon","Electronics","Defective Product I eventually had to return it because of the shades of yellow in the back-light when using it at night. It was okay at day time but at night during which I usually read it was not what i expected to be premium cost product. Especially it was very annoying to read in the landscape mode. I guess Amazon needs a better QA department.","very negative"
"Glamrockgirl","Amazon","Electronics","Love my Alexa echo It's awesome.. makes lole sp much easier. Hands free music. And my kid loves it!","very positive"
"Sammi","Amazon","Electronics","Worst device Amazon has produced. Over the past few years, I have purchased Kindle Fires for various family members. The workmanship for those Kindles in abysmal. Two weeks ago, my Kindle Fire HDX shorted itself out. I replaced it with Amazon Fire 10.1. This device does NOT hold a charge for more than three and a half hours. You read that correctly!. I have been using it on a daily basis, each time it needs to be charged, it does a repeat performance. There is absolutely NO way that I will ever purchase any device manufactured by Amazon, ever again. I tell it like it is, if you want terrible device performance, opt for the Amazon product. If you need a reliable device, look at other manufacturers for the options you need.","very negative"
"4Musiq","Amazon","Electronics","Great, if you don't want to try to add apps I bought this to use with a particular app but wasn't able to install them so I returned the tablets.","very negative"
"Debbie","Amazon","Electronics","Kids loved it A few problems with games loading but over all good","neutral"
"NCDeerHunter","Amazon","Electronics","Not what I expected I was expecting an Android device and discovered it was an Android like device. My fault for not reading up on his device before hand. I returned the Amazon Fire and bought a Samsung Tab E.I probably would recommend this tablet if you wanted a device for reading.","neutral"
"Tonya","Amazon","Electronics","I prefer AppleTV We had two AppleTVs - one in the master bedroom and one in the living room. We could not watch both simultaneously because the signal permeated the shared wall and changed the channel of the other TV. We got the AmazonTV to remedy this. While it did rectify this problem, we find we prefer the ease and simplicity of the AppleTV over the AmazonTV. The Amazon is cumbersome and difficult to navigate.","somewhat negative"
"Harleyestar","Amazon","Electronics","ok device it does a lot LESS than you would expect. the advertisements is about all it does. no need to spend this large amount of money to listen to music you have on your phone. any info you get on the echo you get on your phone.","neutral"
"Davo","Amazon","Electronics","Didn't work Right out of the box it didn't work. We took it back and the Geek Squad couldn't get it to work either. Great disappointment for my 9 year old boy since it was a Christmas gift.","very negative"
"nancy mullen","Amazon","Electronics","It's like selling an appliance without all the I don't know why this wouldn't be included with the kindle. It's like selling an appliance without all the parts","very negative"
"Ashrag","Amazon","Electronics","Wonderful value for the money Nice product, great price and expandable storage unlike the HD version","somewhat positive"
"Paul","Amazon","Electronics","Three weeks and doesn't work! Just bought my Kindle Fire and although the Amazon and Fire come up otherwise the product is dead!!!!!!! I have tried the help section but no help. Taking it back to the store. If it would work I would love it.","somewhat negative"
"Redz","Amazon","Electronics","still only okay navigation needs more work, no pointer feature sucks, definitely NOT a point-and-click systemes explore for web browsing is antiquated and needs replacedvoice alexa feature does NOT work inside apps to control the app, so careful what you say or needless purchases are madeno disable option for voice featurestill one of the cheapest ways to run kodi program direct to telly in HDMI tho.one can still load app for plex server for NAS playback via streaming, though it is extremely difficult to navigate the plex download page in es explore.its faster than old version, has Bluetooth 4.1 instead of 3.1, has a quad-core instead of dual-core processor, and doesn't seem to get hot after hours of play like old version did.But, If Amazon ever blocked third party apps like kodi and plex I would never buy an amazon product again tho.Not an amazon prime member and never will be, why pay for programming that I can get for free.","neutral"
"RockChalkBach","Amazon","Electronics","You better read a ton Let me set the stage for this review: I joined a book club this year and have started reading a lot... or at least what I would consider to be a lot, which is about 2 decently-long books a month.Up until buying the Paperwhite, I was doing most of my reading on my iPhone using the Kindle app. Long story short, I ended up returning the Paperwhite after about 2 weeks. Why? Because I realized just how sporadic my reading was. I read when I'm out and about, waiting at a doctor's office, or in-line at a restaurant, etc. It became overwhelmingly apparent to me that the best E-Reader is the one you have with you at all times. For me, that's my iPhone.The actual reading experience is definitely better on the Paperwhite. However, if you're an on-the-go reader like me, then it just means you have to carry around another device. Dedicated E-Readers are for people who either truly read a ton, or have a set routine for reading. If that's not you, then stick with your phone.","neutral"
"kkai","Amazon","Electronics","Reading device I bought it cause I wanted to read more. That didn't happen, I tried and I just can't read on devices I need old school paper between my hands","neutral"
"SeanOmilwaukee","Amazon","Electronics","bought to stream kodi Have not used for standard fire tv features. Bought to run kodi, which it works fine for. Freezes occasionally needing hard reboot. Worth the extra $ over doing kodi on streaming stick which lacks memory / cpu.","neutral"
